listid,sellerid,eventid,dateid,numtickets,priceperticket,totalprice,listtime
49707,41941,5490,2122,6,242.0,1452.0,2008-10-23 12:04:14
49708,36596,1896,1984,1,165.0,165.0,2008-06-07 08:18:08
49709,8554,7409,2028,8,109.0,872.0,2008-07-21 03:20:49
49710,22519,5816,1999,4,322.0,1288.0,2008-06-22 04:40:16
49711,44211,6095,1991,6,280.0,1680.0,2008-06-14 01:05:16
49712,23576,4865,2048,20,203.0,4060.0,2008-08-10 03:42:03
49713,4841,321,2093,1,273.0,273.0,2008-09-24 04:01:41
49714,17006,7006,2060,14,114.0,1596.0,2008-08-22 07:55:36
49715,42291,6685,2051,20,344.0,6880.0,2008-08-13 03:47:02
49716,13578,7330,1884,12,78.0,936.0,2008-02-27 04:35:44
49719,31129,6395,2131,6,284.0,1704.0,2008-11-01 07:05:42
49720,36366,4048,2072,6,197.0,1182.0,2008-09-03 08:43:19
49721,49595,6884,1855,10,117.0,1170.0,2008-01-29 10:45:14
49722,4328,2620,1954,6,38.0,228.0,2008-05-08 10:00:06
49723,868,7581,2171,24,291.0,6984.0,2008-12-11 02:39:12
49724,46933,1540,1928,9,266.0,2394.0,2008-04-12 09:36:01
49725,12546,2143,1864,7,20.0,140.0,2008-02-07 03:04:38
49726,20866,36,2009,5,207.0,1035.0,2008-07-02 11:26:11
49727,45951,2118,1936,10,341.0,3410.0,2008-04-20 11:42:11
49728,42980,3551,2171,12,83.0,996.0,2008-12-11 06:49:43
49729,4313,4908,1875,10,91.0,910.0,2008-02-18 01:18:27
49731,25439,2515,2069,6,228.0,1368.0,2008-08-31 11:26:51
49732,21594,8636,2002,24,53.0,1272.0,2008-06-25 07:46:24
49733,29766,6651,1953,16,322.0,5152.0,2008-05-07 10:47:14
49734,32295,7311,2112,8,167.0,1336.0,2008-10-13 02:21:26
49735,26886,2460,1908,8,136.0,1088.0,2008-03-23 09:29:06
49736,40180,3024,1901,14,166.0,2324.0,2008-03-16 05:04:17
49737,13639,3864,1986,10,236.0,2360.0,2008-06-09 05:53:58
49738,2083,7987,1851,4,212.0,848.0,2008-01-25 08:31:52
49739,6772,2197,1877,22,310.0,6820.0,2008-02-20 10:36:00
49740,29212,1704,1961,16,208.0,3328.0,2008-05-15 03:52:16
49741,14812,2702,2030,4,242.0,968.0,2008-07-23 10:15:30
49742,3871,5519,1980,4,335.0,1340.0,2008-06-03 11:29:15
49743,43813,757,1841,2,35.0,70.0,2008-01-15 11:10:37
49744,28111,2493,2160,7,264.0,1848.0,2008-11-30 03:13:43
49745,39418,1145,2115,16,143.0,2288.0,2008-10-16 10:21:28
49746,3478,317,1947,14,221.0,3094.0,2008-05-01 09:37:56
49747,45799,6255,2022,7,20.0,140.0,2008-07-15 07:21:37
49749,18437,7649,2008,20,77.0,1540.0,2008-07-01 05:05:42
49750,30285,6020,2039,10,246.0,2460.0,2008-08-01 12:35:35
49751,26321,7986,1980,12,304.0,3648.0,2008-06-03 03:06:25
49753,19160,4827,2116,6,323.0,1938.0,2008-10-17 02:50:06
49754,29547,8108,2114,5,230.0,1150.0,2008-10-15 03:48:45
49755,4901,5512,2032,18,252.0,4536.0,2008-07-25 09:35:27
49756,24344,5842,1938,1,327.0,327.0,2008-04-22 06:47:24
49757,21684,3147,1951,18,160.0,2880.0,2008-05-05 11:28:11
49759,17759,1339,2072,14,286.0,4004.0,2008-09-03 03:36:57
49760,11576,3475,2120,18,36.0,648.0,2008-10-21 08:26:53
49761,31419,6528,1923,3,342.0,1026.0,2008-04-07 03:13:17
49762,23644,6105,2066,18,20.0,360.0,2008-08-28 06:28:39
49763,25222,7031,2005,6,222.0,1332.0,2008-06-28 10:20:22
49764,21132,6402,2145,2,194.0,388.0,2008-11-15 08:27:54
49765,31282,2672,1921,20,143.0,2860.0,2008-04-05 09:50:13
49766,1992,3841,2054,4,141.0,564.0,2008-08-16 05:56:24
49768,43261,4347,1830,3,68.0,204.0,2008-01-04 06:14:10
49769,8987,5375,2151,20,220.0,4400.0,2008-11-21 06:51:13
49770,6556,7139,2055,10,268.0,2680.0,2008-08-17 01:44:41
49771,15271,2291,2185,9,312.0,2808.0,2008-12-25 02:20:10
49772,32584,1899,1933,6,90.0,540.0,2008-04-17 10:45:26
49773,40668,7906,2061,6,101.0,606.0,2008-08-23 03:08:21
49774,620,3246,1840,24,337.0,8088.0,2008-01-14 01:42:47
49775,44937,5797,1940,9,35.0,315.0,2008-04-24 11:48:09
49776,33040,6844,2083,22,303.0,6666.0,2008-09-14 06:45:59
49777,30736,8330,2022,22,186.0,4092.0,2008-07-15 05:11:25
49778,14940,2454,1961,14,124.0,1736.0,2008-05-15 04:14:15
49779,38486,8320,1898,14,322.0,4508.0,2008-03-13 08:28:46
49780,21973,4931,2023,16,103.0,1648.0,2008-07-16 10:49:50
49781,15684,3764,2024,5,283.0,1415.0,2008-07-17 07:04:56
49782,41993,6023,2174,24,325.0,7800.0,2008-12-14 06:54:11
49783,32708,1945,2020,24,338.0,8112.0,2008-07-13 11:10:02
49785,24942,6414,2024,10,286.0,2860.0,2008-07-17 11:37:16
49786,22831,8289,2032,24,117.0,2808.0,2008-07-25 11:22:34
49787,26199,5358,2039,20,203.0,4060.0,2008-08-01 08:58:44
49788,48150,7371,1901,1,259.0,259.0,2008-03-16 11:43:24
49789,8975,6880,1898,14,73.0,1022.0,2008-03-13 02:21:19
49790,7468,8157,1828,4,247.0,988.0,2008-01-02 11:36:39
49791,3198,4685,1985,22,281.0,6182.0,2008-06-08 05:07:10
49792,30247,7061,1877,2,296.0,592.0,2008-02-20 04:40:00
49793,18442,4932,1999,8,244.0,1952.0,2008-06-22 04:04:49
49794,17774,3447,1910,7,302.0,2114.0,2008-03-25 08:28:14
49795,2030,6010,2119,18,190.0,3420.0,2008-10-20 09:17:20
49796,1667,7023,2136,10,297.0,2970.0,2008-11-06 06:44:05
49797,24013,5122,2065,6,166.0,996.0,2008-08-27 10:45:03
49798,49388,955,1861,20,325.0,6500.0,2008-02-04 08:00:42
49799,6329,4204,2115,1,183.0,183.0,2008-10-16 03:20:17
49800,2314,8141,1847,20,286.0,5720.0,2008-01-21 06:42:12
49801,47849,1837,1992,5,230.0,1150.0,2008-06-15 04:06:50
49802,45781,7234,2153,16,112.0,1792.0,2008-11-23 06:33:32
49803,6502,2275,2145,18,115.0,2070.0,2008-11-15 12:16:40
49804,26247,8198,2066,4,295.0,1180.0,2008-08-28 11:57:25
49805,36311,4006,2035,10,268.0,2680.0,2008-07-28 12:22:19
49806,27370,7975,2113,3,100.0,300.0,2008-10-14 09:38:48
49807,36757,2614,1849,7,23.0,161.0,2008-01-23 04:29:51
49808,39306,5141,1995,1,260.0,260.0,2008-06-18 10:26:00
49809,17806,8426,1921,20,213.0,4260.0,2008-04-05 06:38:13
49811,7337,7925,1869,3,94.0,282.0,2008-02-12 09:57:33
49812,1739,7962,1942,9,263.0,2367.0,2008-04-26 11:12:27
49813,41332,467,2168,14,180.0,2520.0,2008-12-08 11:10:39
49814,25124,7135,2071,20,211.0,4220.0,2008-09-02 01:17:20
49815,28659,8317,2114,10,317.0,3170.0,2008-10-15 08:52:32
49816,30710,631,1974,10,118.0,1180.0,2008-05-28 01:23:53
49817,15445,4018,1873,12,146.0,1752.0,2008-02-16 11:38:49
49818,14712,70,2064,9,206.0,1854.0,2008-08-26 04:29:29
49819,20617,314,1906,8,321.0,2568.0,2008-03-21 10:37:42
49820,8630,1165,1886,10,256.0,2560.0,2008-03-01 09:08:53
49821,21444,1259,1839,7,242.0,1694.0,2008-01-13 07:19:55
49822,21011,1979,1849,6,325.0,1950.0,2008-01-23 06:44:04
49823,48355,469,2090,1,116.0,116.0,2008-09-21 01:49:37
49824,24108,7808,1996,10,303.0,3030.0,2008-06-19 03:17:08
49825,29424,7456,2118,10,295.0,2950.0,2008-10-19 04:42:28
49826,22999,5952,1934,1,310.0,310.0,2008-04-18 12:33:45
49827,48545,2480,2091,18,55.0,990.0,2008-09-22 02:17:38
49828,38610,5490,2099,3,309.0,927.0,2008-09-30 01:04:59
49829,17859,7107,2046,2,343.0,686.0,2008-08-08 01:48:16
49830,8982,4388,2056,10,89.0,890.0,2008-08-18 07:03:43
49831,7341,5943,2068,22,342.0,7524.0,2008-08-30 11:57:03
49832,3860,2588,1964,8,85.0,680.0,2008-05-18 12:30:34
49833,20400,3852,1971,18,277.0,4986.0,2008-05-25 08:56:40
49834,27771,1930,1874,14,115.0,1610.0,2008-02-17 10:30:59
49836,4660,5885,2189,4,111.0,444.0,2008-12-29 03:19:44
49837,26090,2062,2122,1,68.0,68.0,2008-10-23 10:01:50
49838,38284,2463,2125,3,251.0,753.0,2008-10-26 11:16:51
49839,45708,3158,1829,7,329.0,2303.0,2008-01-03 11:28:15
49840,27436,606,2109,2,102.0,204.0,2008-10-10 06:23:46
49841,2765,1794,1880,2,322.0,644.0,2008-02-23 03:17:42
49842,23876,248,1877,2,245.0,490.0,2008-02-20 07:29:41
49843,22559,877,2137,16,298.0,4768.0,2008-11-07 10:41:10
49844,22724,5990,1830,8,321.0,2568.0,2008-01-04 01:37:58
49845,47439,7208,2146,14,290.0,4060.0,2008-11-16 01:40:28
49846,8066,3272,1889,5,115.0,575.0,2008-03-04 07:39:55
49847,20703,1142,2072,22,63.0,1386.0,2008-09-03 11:30:45
49848,15230,6051,2037,6,308.0,1848.0,2008-07-30 02:57:47
49849,24431,7574,1919,18,77.0,1386.0,2008-04-03 10:00:47
49850,37723,5262,1987,8,185.0,1480.0,2008-06-10 09:51:29
49851,37064,6082,2025,20,181.0,3620.0,2008-07-18 07:12:10
49852,22872,4227,2061,8,277.0,2216.0,2008-08-23 03:00:07
49853,2300,6874,1951,14,120.0,1680.0,2008-05-05 08:19:19
49854,2674,2383,1970,7,85.0,595.0,2008-05-24 01:19:20
49855,45191,6771,2011,5,187.0,935.0,2008-07-04 11:12:59
49856,23459,6985,1899,7,90.0,630.0,2008-03-14 11:45:40
49857,38501,7618,2040,22,107.0,2354.0,2008-08-02 08:07:57
49858,11446,2928,1987,22,109.0,2398.0,2008-06-10 09:24:24
49859,44933,6553,1914,6,272.0,1632.0,2008-03-29 08:17:13
49860,12348,3503,2016,9,45.0,405.0,2008-07-09 02:18:25
49861,7588,8563,2120,3,290.0,870.0,2008-10-21 04:23:43
49862,10731,7652,1923,24,39.0,936.0,2008-04-07 04:40:57
49863,44349,3443,1856,14,241.0,3374.0,2008-01-30 05:36:38
49864,11330,3048,2088,14,66.0,924.0,2008-09-19 10:56:58
49865,29976,575,2124,5,306.0,1530.0,2008-10-25 10:57:16
49866,6714,8354,2154,14,239.0,3346.0,2008-11-24 07:17:45
49867,40806,5236,2035,3,236.0,708.0,2008-07-28 08:14:12
49868,36012,1765,2097,8,173.0,1384.0,2008-09-28 02:31:37
49869,21398,639,1882,9,121.0,1089.0,2008-02-25 09:18:42
49870,29376,810,2001,10,301.0,3010.0,2008-06-24 04:19:30
49871,41472,3252,2054,3,85.0,255.0,2008-08-16 03:58:55
49872,42923,6460,2021,16,124.0,1984.0,2008-07-14 02:22:37
49873,17612,1240,2031,1,86.0,86.0,2008-07-24 09:06:48
49874,39739,6511,2004,10,244.0,2440.0,2008-06-27 11:30:57
49875,5435,1238,1829,10,49.0,490.0,2008-01-03 09:13:02
49876,38114,665,2029,24,345.0,8280.0,2008-07-22 07:45:30
49877,31395,1682,2095,12,285.0,3420.0,2008-09-26 11:32:13
49881,19907,4044,1935,7,196.0,1372.0,2008-04-19 04:43:54
49882,29677,6877,2084,10,238.0,2380.0,2008-09-15 08:03:50
49883,31354,426,1877,6,120.0,720.0,2008-02-20 02:34:21
49884,47133,4612,2038,14,252.0,3528.0,2008-07-31 03:56:11
49885,49645,6878,2034,8,317.0,2536.0,2008-07-27 12:26:26
49886,37065,4419,1888,4,221.0,884.0,2008-03-03 05:59:47
49887,46984,5941,2059,16,313.0,5008.0,2008-08-21 11:44:53
49888,32425,8471,1844,12,324.0,3888.0,2008-01-18 08:53:32
49889,36535,5401,2078,14,309.0,4326.0,2008-09-09 08:12:45
49890,38325,1328,2005,5,148.0,740.0,2008-06-28 06:37:58
49891,34564,7047,1886,5,91.0,455.0,2008-03-01 06:04:46
49892,7718,4721,1932,14,257.0,3598.0,2008-04-16 06:30:56
49893,25587,5688,1859,5,48.0,240.0,2008-02-02 01:46:26
49894,3862,5659,2066,1,339.0,339.0,2008-08-28 03:11:46
49895,34323,1747,2113,6,334.0,2004.0,2008-10-14 03:37:23
49896,47991,3998,1893,10,201.0,2010.0,2008-03-08 12:38:32
49897,7627,5244,2078,7,336.0,2352.0,2008-09-09 01:40:35
49898,39625,1550,1959,14,26.0,364.0,2008-05-13 05:46:03
49899,12963,4795,1892,18,235.0,4230.0,2008-03-07 07:54:07
49900,9177,5277,2160,22,206.0,4532.0,2008-11-30 02:26:27
49901,38474,6046,2144,24,97.0,2328.0,2008-11-14 10:02:17
49902,5980,2135,1906,5,293.0,1465.0,2008-03-21 07:20:07
49903,23696,4369,2118,4,31.0,124.0,2008-10-19 08:55:39
49905,25048,2597,2094,1,109.0,109.0,2008-09-25 09:10:57
49906,1349,6143,1945,22,38.0,836.0,2008-04-29 01:46:11
49907,7504,8015,2050,8,226.0,1808.0,2008-08-12 09:33:37
49908,4830,7719,1851,22,317.0,6974.0,2008-01-25 03:09:27
49909,35356,3150,2073,9,101.0,909.0,2008-09-04 09:55:13
49910,34630,7019,1965,6,99.0,594.0,2008-05-19 08:25:33
49911,48094,7673,1856,12,269.0,3228.0,2008-01-30 01:52:39
49912,3095,956,2010,14,37.0,518.0,2008-07-03 07:39:07
49913,7988,5713,2014,10,338.0,3380.0,2008-07-07 12:33:03
49914,31829,6468,2008,3,141.0,423.0,2008-07-01 02:57:19
49916,9651,2118,1894,22,337.0,7414.0,2008-03-09 09:19:12
49917,26902,657,2107,2,303.0,606.0,2008-10-08 10:21:12
49918,11622,4647,1969,16,35.0,560.0,2008-05-23 09:52:00
49919,3881,4463,2090,16,183.0,2928.0,2008-09-21 10:21:51
49920,42965,590,1983,5,315.0,1575.0,2008-06-06 03:57:32
49921,40650,2925,1945,6,179.0,1074.0,2008-04-29 12:30:07
49922,37833,2195,2031,6,306.0,1836.0,2008-07-24 09:52:48
49923,44774,2636,2126,8,141.0,1128.0,2008-10-27 03:57:26
49924,5301,8167,2008,3,142.0,426.0,2008-07-01 01:31:30
49925,21028,5916,2184,4,208.0,832.0,2008-12-24 01:22:19
49926,1375,781,2135,7,167.0,1169.0,2008-11-05 04:45:09
49927,45548,882,1956,16,234.0,3744.0,2008-05-10 12:53:48
49928,3264,8028,2103,2,105.0,210.0,2008-10-04 10:30:30
49930,6312,7942,1831,24,132.0,3168.0,2008-01-05 12:32:46
49931,39314,7345,2111,4,57.0,228.0,2008-10-12 01:28:35
49932,23548,4672,1892,9,279.0,2511.0,2008-03-07 07:51:13
49933,16343,7646,2014,24,31.0,744.0,2008-07-07 12:50:47
49934,17094,2579,1915,14,20.0,280.0,2008-03-30 01:18:01
49935,30662,3060,2042,14,180.0,2520.0,2008-08-04 01:33:19
49936,38776,2189,2004,6,167.0,1002.0,2008-06-27 11:30:56
49937,31498,5672,1937,7,182.0,1274.0,2008-04-21 03:30:52
49938,20914,328,2008,9,159.0,1431.0,2008-07-01 08:20:49
49939,1553,7016,1949,20,293.0,5860.0,2008-05-03 11:15:10
49940,42400,7653,1914,24,261.0,6264.0,2008-03-29 12:34:44
49941,6958,1866,1953,16,95.0,1520.0,2008-05-07 04:32:34
49942,9185,5625,1986,12,216.0,2592.0,2008-06-09 07:24:54
49943,35084,8080,2033,2,293.0,586.0,2008-07-26 12:12:16
49944,22510,4369,2113,12,241.0,2892.0,2008-10-14 03:51:44
49945,25104,5528,2135,3,203.0,609.0,2008-11-05 10:07:33
49946,33980,5334,1955,22,78.0,1716.0,2008-05-09 08:14:36
49947,5565,3899,2086,24,281.0,6744.0,2008-09-17 03:47:35
49948,23417,340,2062,4,90.0,360.0,2008-08-24 08:51:01
49949,24497,1148,1945,20,290.0,5800.0,2008-04-29 11:55:23
49950,21411,679,1911,3,196.0,588.0,2008-03-26 05:50:04
49951,47271,1710,1963,5,144.0,720.0,2008-05-17 09:28:33
49952,37239,3592,1910,4,114.0,456.0,2008-03-25 12:55:01
49953,41020,294,1958,16,316.0,5056.0,2008-05-12 12:30:37
49954,49858,3945,1970,8,333.0,2664.0,2008-05-24 02:05:16
49955,37472,3382,2054,1,233.0,233.0,2008-08-16 04:33:32
49956,19002,2329,2003,18,62.0,1116.0,2008-06-26 07:55:29
49957,47863,6359,2131,12,344.0,4128.0,2008-11-01 10:06:39
49958,13969,6054,2124,3,315.0,945.0,2008-10-25 02:19:35
49959,47085,5745,1881,7,20.0,140.0,2008-02-24 12:14:15
49960,17923,4592,2097,14,265.0,3710.0,2008-09-28 06:39:45
49961,32614,4003,1834,24,179.0,4296.0,2008-01-08 06:19:23
49962,43912,5135,2012,1,203.0,203.0,2008-07-05 12:57:28
49963,32705,7853,2039,24,315.0,7560.0,2008-08-01 07:21:11
49964,10768,7019,1975,12,186.0,2232.0,2008-05-29 02:13:51
49965,33850,2013,2060,24,212.0,5088.0,2008-08-22 06:58:18
49966,5304,5749,1951,16,70.0,1120.0,2008-05-05 02:06:10
49967,22434,4137,2058,24,336.0,8064.0,2008-08-20 05:17:18
49968,38435,8366,2128,9,146.0,1314.0,2008-10-29 02:58:11
49969,32845,4931,2049,18,131.0,2358.0,2008-08-11 09:05:46
49971,12072,8631,1991,12,265.0,3180.0,2008-06-14 08:35:17
49972,47973,5823,2087,14,342.0,4788.0,2008-09-18 04:12:52
49973,42135,1443,1926,24,256.0,6144.0,2008-04-10 03:34:07
49974,4157,832,1891,12,148.0,1776.0,2008-03-06 01:52:58
49975,7279,6018,2002,20,333.0,6660.0,2008-06-25 02:42:18
49976,29357,1392,1899,18,238.0,4284.0,2008-03-14 10:59:39
49977,19405,1689,1998,6,279.0,1674.0,2008-06-21 02:35:10
49978,30564,5009,1981,1,154.0,154.0,2008-06-04 05:14:28
49980,11499,1472,2036,7,347.0,2429.0,2008-07-29 09:49:52
49981,3131,5150,2054,14,110.0,1540.0,2008-08-16 09:59:49
49982,25365,4315,2175,8,163.0,1304.0,2008-12-15 05:10:57
49983,11475,6586,2068,8,227.0,1816.0,2008-08-30 09:10:57
49984,11002,7668,1882,7,53.0,371.0,2008-02-25 01:29:50
49985,19120,8270,2030,7,88.0,616.0,2008-07-23 07:50:31
49986,43190,6488,2096,10,157.0,1570.0,2008-09-27 04:51:27
49987,2243,4054,2106,24,289.0,6936.0,2008-10-07 04:12:03
49988,533,8125,1885,8,20.0,160.0,2008-02-28 03:10:39
49989,24213,3082,2121,8,102.0,816.0,2008-10-22 12:16:33
49990,41270,4153,1919,8,99.0,792.0,2008-04-03 04:11:43
49992,18121,1355,2103,1,214.0,214.0,2008-10-04 06:58:50
49993,32231,213,1865,3,52.0,156.0,2008-02-08 10:21:25
49994,18070,8435,2110,8,216.0,1728.0,2008-10-11 05:12:50
49995,36782,224,2140,9,137.0,1233.0,2008-11-10 08:23:37
49996,27113,6081,2049,6,154.0,924.0,2008-08-11 11:56:18
49997,5895,555,2012,16,134.0,2144.0,2008-07-05 04:00:09
49998,17722,1914,2015,14,322.0,4508.0,2008-07-08 10:27:26
49999,44921,2582,1928,16,67.0,1072.0,2008-04-12 01:54:53
50000,39946,390,2105,4,307.0,1228.0,2008-10-06 07:00:52
50001,7493,803,1832,8,202.0,1616.0,2008-01-06 09:33:22
50002,28009,5432,2177,5,340.0,1700.0,2008-12-17 08:59:06
50003,15346,8038,2072,4,79.0,316.0,2008-09-03 01:35:56
50004,47294,8301,2033,22,304.0,6688.0,2008-07-26 05:08:55
50005,2694,5224,1889,20,228.0,4560.0,2008-03-04 12:57:05
50007,46414,1527,2055,4,227.0,908.0,2008-08-17 04:05:37
50008,14599,3886,1864,6,286.0,1716.0,2008-02-07 02:13:36
50009,20525,4687,2089,14,145.0,2030.0,2008-09-20 10:27:15
50012,14414,3885,2032,16,43.0,688.0,2008-07-25 01:50:39
50013,21825,4242,2154,1,49.0,49.0,2008-11-24 10:14:44
50014,28434,4200,1859,18,112.0,2016.0,2008-02-02 09:10:46
50015,26994,5425,2079,10,95.0,950.0,2008-09-10 12:36:02
50016,35000,1128,2044,10,259.0,2590.0,2008-08-06 02:04:34
50017,42612,1572,2073,5,263.0,1315.0,2008-09-04 07:35:32
50018,30123,8119,1912,10,148.0,1480.0,2008-03-27 07:39:15
50019,45037,7452,2158,24,151.0,3624.0,2008-11-28 11:00:51
50020,7848,2792,1864,9,287.0,2583.0,2008-02-07 06:03:23
50021,47748,3198,1955,3,260.0,780.0,2008-05-09 01:03:33
50022,2090,3342,1922,3,168.0,504.0,2008-04-06 05:12:17
50023,7635,3877,2112,24,317.0,7608.0,2008-10-13 01:36:15
50025,40684,483,1946,7,120.0,840.0,2008-04-30 04:03:58
50026,26005,7100,2117,3,315.0,945.0,2008-10-18 06:22:01
50027,1896,7221,1980,12,23.0,276.0,2008-06-03 06:55:08
50028,19383,7805,1918,6,64.0,384.0,2008-04-02 12:07:12
50029,36116,3501,2048,14,302.0,4228.0,2008-08-10 08:30:18
50030,7500,3145,1862,12,280.0,3360.0,2008-02-05 05:57:45
50031,40539,4353,1828,20,107.0,2140.0,2008-01-02 03:38:41
50032,40383,4787,1849,8,70.0,560.0,2008-01-23 04:10:42
50033,35029,1047,2084,2,82.0,164.0,2008-09-15 05:26:43
50035,14401,3186,2067,5,222.0,1110.0,2008-08-29 10:11:23
50036,28645,8709,2085,4,257.0,1028.0,2008-09-16 10:58:52
50037,33780,5357,1973,22,223.0,4906.0,2008-05-27 05:42:37
50038,17534,1159,2111,6,111.0,666.0,2008-10-12 04:29:17
50039,35159,6718,1982,7,30.0,210.0,2008-06-05 10:08:14
50040,2901,7200,2033,20,314.0,6280.0,2008-07-26 10:35:59
50041,19915,6756,1839,3,148.0,444.0,2008-01-13 04:34:25
50042,8225,219,2018,22,106.0,2332.0,2008-07-11 06:28:39
50043,42449,1051,1942,18,254.0,4572.0,2008-04-26 12:04:05
50044,45955,240,1922,12,321.0,3852.0,2008-04-06 02:10:19
50045,27571,5850,2086,12,260.0,3120.0,2008-09-17 04:08:02
50046,6579,1986,2013,7,226.0,1582.0,2008-07-06 08:44:18
50047,10498,154,1911,7,145.0,1015.0,2008-03-26 10:22:11
50048,5121,462,1943,1,184.0,184.0,2008-04-27 09:30:30
50049,24838,18,2107,12,185.0,2220.0,2008-10-08 01:23:05
50051,11241,8616,2044,14,99.0,1386.0,2008-08-06 09:13:52
50052,34138,5467,2018,8,328.0,2624.0,2008-07-11 06:42:10
50053,16829,1311,1836,6,207.0,1242.0,2008-01-10 04:20:21
50054,33547,244,2140,16,271.0,4336.0,2008-11-10 01:09:11
50055,1343,2136,2017,22,266.0,5852.0,2008-07-10 09:10:27
50056,33342,5498,2006,2,259.0,518.0,2008-06-29 10:24:08
50057,24670,3597,2168,22,72.0,1584.0,2008-12-08 03:00:37
50058,23373,7532,2125,4,60.0,240.0,2008-10-26 06:31:39
50059,36941,7669,1881,9,40.0,360.0,2008-02-24 10:20:57
50060,14380,6305,1882,24,97.0,2328.0,2008-02-25 03:46:24
50061,22278,8768,1952,14,39.0,546.0,2008-05-06 10:42:54
50062,36204,5859,1989,5,214.0,1070.0,2008-06-12 02:38:40
50063,1624,8183,1838,8,223.0,1784.0,2008-01-12 10:09:33
50065,29037,1299,2043,10,225.0,2250.0,2008-08-05 04:16:38
50066,39842,3192,1867,24,275.0,6600.0,2008-02-10 01:31:38
50067,47592,7900,2124,22,101.0,2222.0,2008-10-25 09:03:49
50068,36173,4897,2051,1,209.0,209.0,2008-08-13 04:59:21
50069,48126,5854,1838,8,224.0,1792.0,2008-01-12 11:22:00
50070,19377,7894,2112,3,290.0,870.0,2008-10-13 11:24:45
50072,27731,7205,1851,8,247.0,1976.0,2008-01-25 10:50:25
50073,29497,3144,2091,12,302.0,3624.0,2008-09-22 01:07:51
50074,29950,6466,1981,12,275.0,3300.0,2008-06-04 08:33:48
50075,18742,122,1981,18,127.0,2286.0,2008-06-04 07:06:02
50076,44617,227,1950,3,329.0,987.0,2008-05-04 09:55:00
50077,47275,7848,2142,16,22.0,352.0,2008-11-12 02:13:01
50079,12516,5160,2136,3,263.0,789.0,2008-11-06 10:03:46
50080,14916,1729,1877,4,21.0,84.0,2008-02-20 08:51:32
50081,22720,3405,2084,22,36.0,792.0,2008-09-15 08:49:01
50082,33250,7003,1834,6,59.0,354.0,2008-01-08 07:52:06
50083,39432,6552,2037,12,135.0,1620.0,2008-07-30 01:03:06
50084,26204,6869,1864,5,193.0,965.0,2008-02-07 04:44:15
50085,5712,1665,1912,12,202.0,2424.0,2008-03-27 08:35:46
50086,5444,1093,1915,5,109.0,545.0,2008-03-30 12:02:36
50087,47295,3500,2058,6,164.0,984.0,2008-08-20 02:46:38
50089,33940,5736,1957,8,20.0,160.0,2008-05-11 02:09:18
50090,26152,3379,2136,20,73.0,1460.0,2008-11-06 09:19:01
50091,39798,7018,2057,9,60.0,540.0,2008-08-19 04:04:59
50092,49084,714,1857,14,206.0,2884.0,2008-01-31 09:16:41
50093,1388,1123,2003,22,284.0,6248.0,2008-06-26 02:02:34
50094,35955,1997,2130,2,101.0,202.0,2008-10-31 01:01:44
50095,34141,5051,2052,18,257.0,4626.0,2008-08-14 04:20:07
50096,42680,4439,2126,14,179.0,2506.0,2008-10-27 01:54:09
50097,939,3011,2024,5,152.0,760.0,2008-07-17 07:00:21
50098,29652,2608,2099,24,48.0,1152.0,2008-09-30 10:15:35
50099,11044,8410,2130,3,320.0,960.0,2008-10-31 04:35:27
50100,9379,2396,1969,1,297.0,297.0,2008-05-23 08:21:26
50101,48776,1914,2017,16,224.0,3584.0,2008-07-10 07:14:40
50102,27969,1566,2089,16,248.0,3968.0,2008-09-20 03:44:13
50103,43187,578,2131,12,197.0,2364.0,2008-11-01 06:05:51
50104,48,8738,2062,2,326.0,652.0,2008-08-24 06:00:37
50105,42281,4577,1856,5,189.0,945.0,2008-01-30 09:39:20
50106,23776,1338,1840,12,310.0,3720.0,2008-01-14 01:31:11
50108,1295,4508,1894,8,310.0,2480.0,2008-03-09 09:19:33
50109,9233,2997,2142,22,281.0,6182.0,2008-11-12 09:13:08
50110,40095,3839,2075,14,188.0,2632.0,2008-09-06 01:32:35
50111,29803,364,1909,3,170.0,510.0,2008-03-24 07:28:47
50112,35012,1483,1970,8,36.0,288.0,2008-05-24 03:08:38
50113,19964,7010,2162,14,151.0,2114.0,2008-12-02 08:14:37
50114,8582,8761,1937,9,272.0,2448.0,2008-04-21 01:02:13
50115,34641,937,1927,12,223.0,2676.0,2008-04-11 11:14:12
50116,12201,3243,1871,24,22.0,528.0,2008-02-14 07:17:01
50117,8502,1800,1932,4,341.0,1364.0,2008-04-16 03:51:36
50118,44048,7922,1960,16,231.0,3696.0,2008-05-14 09:47:27
50119,122,2393,2046,4,143.0,572.0,2008-08-08 07:06:37
50121,49368,8589,1933,6,157.0,942.0,2008-04-17 09:38:46
50122,26915,1823,2052,9,246.0,2214.0,2008-08-14 10:05:38
50123,33491,7370,2080,5,33.0,165.0,2008-09-11 02:25:29
50124,40017,3111,1841,18,175.0,3150.0,2008-01-15 03:41:17
50125,39223,6081,2015,9,243.0,2187.0,2008-07-08 08:21:35
50126,43716,386,1959,1,180.0,180.0,2008-05-13 06:40:53
50127,35643,3129,1967,10,242.0,2420.0,2008-05-21 10:20:28
50128,32467,5584,1918,7,190.0,1330.0,2008-04-02 12:07:36
50129,26524,3538,1849,6,125.0,750.0,2008-01-23 07:40:38
50131,42128,518,2117,18,293.0,5274.0,2008-10-18 12:24:06
